"nome","data_inicio","escritorio","area","tipo","palavras_chaves","origem","iniciais_originadores","valor_da_transacao","valor_fee_sucesso","valor_fee_mensal","expectativa_fechamento","status_atual","data_conclusao_conforme_status","qtde_negocios_com_o_cliente","ult_interacao","interesse(target)"
negocio1359,"07/01/2020",Araujo Fontes BH,Gestão de Recursos,Lead,,,RC,,,,"31/03/2020",Ativo,,1,"10/01/2020","3"
negocio1360,"07/01/2020",Araujo Fontes BH,Gestão de Recursos,Lead,,,RC,,,,"31/03/2020",Ativo,,1,"10/01/2020","3"
negocio1361,"13/01/2020",Araujo Fontes Goiânia,Assessoria Estratégica,Lead,,,FP,,,,,Concluído sem sucesso,"22/01/2020",2,"20/01/2020","1"
negocio1362,"14/01/2020",Araujo Fontes Goiânia,Assessoria Estratégica,Lead,,,FP,,,,,Concluído sem sucesso,"12/02/2020",1,"22/01/2020","1"
negocio1363,"06/01/2020",Araujo Fontes BH,M&A Sell Side,Lead,"condomínio,gestão condominial,Real State",,RC,,,,"29/02/2020",Concluído sem sucesso,"07/04/2020",2,"30/01/2020","4"
negocio1364,"14/01/2020",Araujo Fontes BH,Dívida Captação,Projeto,"debênture financeira,distressed,fidc,securitização,Textil",,EF,100000000.00,2500000.00,250000.00,"19/07/2021",Concluído sem sucesso,"18/08/2021",6,"24/03/2021","2"
negocio1365,"01/10/2019",Araujo Fontes BH,Gestão de Recursos,Lead,,,RC,,,,"31/12/2020",Ativo,,2,"16/01/2020","1"
negocio1366,"16/01/2020",Araujo Fontes BH,Dívida Captação,Proposta,"divida estruturada,reflorestamento",,EP,,,,"31/08/2020",Concluído sem sucesso,"26/01/2021",3,"07/05/2020","1"
negocio1367,"17/01/2020",Araujo Fontes BH,M&A Sell Side,Pré-Lead,,,Gd,,,,,Concluído sem sucesso,"22/09/2020",1,"22/01/2020",
negocio1368,"17/01/2020",Araujo Fontes BH,M&A Sell Side,Pré-Lead,,,DU,,,,,Concluído sem sucesso,"18/11/2020",1,"17/01/2020","2"
negocio1369,"16/01/2020",Araujo Fontes BH,M&A Sell Side,Lead,"dívida,Equity",,EF,80000000.00,2400000.00,,"29/01/2021",Concluído sem sucesso,"30/04/2020",1,"26/05/2020","3"
negocio1370,"17/01/2020",Araujo Fontes BH,Dívida Captação,Lead,"alimentos,captação de recursos,food service",,EF,,,,"31/12/2020",Concluído sem sucesso,"26/08/2020",1,"20/08/2021","3"
negocio1371,"20/01/2020",Araujo Fontes BH,Imobiliário,Lead,,,TM,,,,"20/02/2020",Concluído sem sucesso,"19/10/2020",1,"05/10/2020","3"
negocio1372,"20/01/2020",Araujo Fontes BH,Assessoria Estratégica,Lead,,,GE,,,,"31/08/2020",Concluído sem sucesso,"12/02/2020",3,"11/02/2020","5"
negocio1373,"20/01/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,2,"21/01/2020",
negocio1374,"20/01/2020",Araujo Fontes BH,Dívida Reperfilamento,Projeto,,,"LT,MA",23724284.73,,100000.00,"31/12/2020",Concluído com sucesso,"23/11/2020",5,"18/08/2020","1"
negocio1375,"20/01/2020",Araujo Fontes BH,Dívida Captação,Projeto,,,LT,100031734.00,2000634.68,,"25/06/2021",Concluído com sucesso,"10/09/2021",5,"31/01/2022","1"
negocio1376,"19/01/2020",Araujo Fontes BH,Dívida Captação,Projeto,CRI,,"FB,LT",6000000.00,168000.00,,"28/08/2020",Concluído com sucesso,"23/11/2020",5,"23/11/2020","1"
negocio1377,"21/01/2020",Araujo Fontes BH,Dívida Captação,Lead,"cra,CRI,Dívida Privada,mercado de capitais",,"EF,FB",,,,"28/02/2020",Concluído sem sucesso,"04/06/2020",11,"03/06/2020","1"
negocio1378,"21/01/2020",Araujo Fontes BH,Dívida Captação,Lead,"Dívida Privada,Pré-pagamento Exportaçao",,"FB,MA",,,,"13/03/2020",Concluído sem sucesso,"26/03/2020",1,"31/01/2020","1"
negocio1379,"22/01/2020",Araujo Fontes Goiânia,Assessoria Estratégica,Lead,,,FP,,,,,Concluído sem sucesso,"10/06/2020",1,"30/01/2020","1"
negocio1380,"03/01/2020",Araujo Fontes BH,Fusão com Alvo Pré-definido,Proposta,"Câmbio,corretora,Fusão",,RC,,,,"31/08/2020",Concluído sem sucesso,"11/06/2020",2,"23/01/2020","3"
negocio1381,"20/01/2020",Araujo Fontes BH,M&A Buy Side,Proposta,"Aquisição,cafe,Nordeste",,MA,,,,"28/02/2020",Ativo,,3,"05/02/2020","5"
negocio1383,"21/01/2020",Araujo Fontes BH,Gestão de Recursos,Lead,,,RC,,,,"30/06/2020",Ativo,,1,"23/01/2020","3"
negocio1384,"23/01/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,1,"16/03/2020",
negocio1385,"27/12/2019",Araujo Fontes BH,Gestão de Recursos,Lead,,,RC,,,,"30/06/2020",Ativo,,1,"23/01/2020","1"
negocio1386,"23/01/2020",Araujo Fontes Goiânia,Dívida Captação,Lead,,,FP,,,,,Concluído sem sucesso,"10/06/2020",1,"06/04/2020","1"
negocio1387,"23/01/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,1,"24/01/2020",
negocio1389,"24/01/2020",Araujo Fontes BH,Gestão de Recursos,Lead,,,TF,,,,"29/02/2020",Concluído sem sucesso,"30/09/2020",1,"30/01/2020","2"
negocio1390,"27/01/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,SL,,,,,Ativo,,1,"31/01/2020",
negocio1391,"27/01/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,6,"27/01/2020",
negocio1392,"28/01/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,1,"28/01/2020",
negocio1393,"28/01/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,SL,,,,,Ativo,,1,"03/02/2020",
negocio1394,"08/01/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,SL,,,,,Ativo,,1,"08/01/2020",
negocio1395,"29/01/2020",Araujo Fontes BH,Dívida Captação,Pré-Lead,,,EP,,,,,Ativo,,2,"29/01/2020",
negocio1396,"29/01/2020",Araujo Fontes BH,M&A Sell Side,Lead,micronutrientes,,EF,,,,"28/02/2021",Ativo,,1,"11/02/2020","4"
negocio1397,"30/01/2020",Araujo Fontes Goiânia,Consultoria,Pré-Lead,,,FP,,,,,Concluído sem sucesso,"02/03/2020",5,"30/01/2020",
negocio1398,"28/01/2020",Araujo Fontes Goiânia,Consultoria,Pré-Lead,,,FP,,,,,Concluído sem sucesso,"29/01/2020",4,"28/01/2020",
negocio1399,"27/01/2020",Araujo Fontes Goiânia,Consultoria,Pré-Lead,,,FP,,,,,Concluído sem sucesso,"03/02/2020",3,"27/01/2020",
negocio1400,"30/01/2020",Araujo Fontes BH,Assessoria Estratégica,Pré-Lead,,,Gd,,,,,Concluído sem sucesso,,2,"30/01/2020",
negocio1401,"28/08/2019",Araujo Fontes BH,Câmbio,Pré-Lead,,,SL,,,,,Ativo,,2,"28/08/2019",
negocio1402,"03/02/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,1,"21/10/2020",
negocio1403,"29/01/2020",Araujo Fontes BH,Consultoria,Projeto,,,GE,,,32050.00,"31/03/2020",Concluído com sucesso,"06/07/2020",7,"30/03/2020","4"
negocio1404,"02/02/2020",Araujo Fontes BH,Consultoria,Projeto,,,GE,1400000.00,55000.00,50550.00,"30/04/2020",Concluído sem sucesso,"31/08/2020",1,"31/08/2020","4"
negocio1405,"04/02/2020",Araujo Fontes BH,M&A Sell Side,Proposta,,,RC,,,,"30/04/2020",Concluído sem sucesso,"20/04/2021",1,"24/04/2020","3"
negocio1406,"05/09/2020",Araujo Fontes Rib. Preto,M&A Sell Side,Projeto,"entretenimento,hotel,turismo",,"AR,FP,Gd,RV",250000000.00,,300000.00,"29/12/2022",Ativo,,1,"07/02/2022","5"
negocio1407,"05/02/2020",Araujo Fontes Goiânia,Imobiliário,Lead,,,"FP,SC",,,,,Concluído sem sucesso,"14/09/2021",3,"03/02/2020","1"
negocio1408,"19/11/2019",Araujo Fontes Goiânia,M&A Sell Side,Proposta,,,"FP,Gd",,,,"16/11/2020",Concluído sem sucesso,"10/03/2021",3,"28/10/2020","4"
negocio1409,"07/02/2020",Araujo Fontes Goiânia,Dívida Captação,Pré-Lead,,,FP,,,,,Concluído sem sucesso,"28/02/2020",2,"10/06/2020",
negocio1410,"10/02/2020",Araujo Fontes Goiânia,Dívida Captação,Projeto,,,FP,90000000.00,900000.00,,"30/12/2020",Concluído sem sucesso,"13/11/2020",1,"13/11/2020","3"
negocio1411,"11/02/2020",Araujo Fontes São Paulo,Dívida Captação,Lead,,,RC,,,,,Concluído sem sucesso,"11/06/2020",2,"14/02/2020","2"
negocio1412,"11/02/2020",Araujo Fontes BH,Assessoria Estratégica,Pré-Lead,,,EP,,,,,Ativo,,1,"11/02/2020",
negocio1413,"11/02/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,2,"14/05/2020",
negocio1414,"12/02/2020",Araujo Fontes BH,Imobiliário,Lead,CONDOMÍNIO INDUSTRIAL,,GE,,,,"30/06/2020",Concluído sem sucesso,"02/09/2020",3,"02/09/2020","3"
negocio1415,"10/02/2020",Araujo Fontes BH,M&A Sell Side,Proposta,"diagnóstico,imagem,Saúde",,"EF,PF",,,,"12/02/2021",Concluído sem sucesso,"19/03/2021",1,"13/04/2020","1"
negocio1416,"10/02/2020",Araujo Fontes BH,M&A Sell Side,Proposta,"mineração,ouro,tocantins",,LK,40000000.00,1200000.00,180000.00,"13/03/2020",Concluído sem sucesso,"18/03/2020",1,"03/03/2020","3"
negocio1417,"07/02/2020",Araujo Fontes BH,Dívida Captação,Proposta,,,LT,100000000.00,3000000.00,240000.00,"29/05/2020",Concluído sem sucesso,"07/04/2021",1,"13/02/2020","1"
negocio1418,"13/02/2020",Araujo Fontes São Paulo,Dívida Captação,Lead,,,RC,,,,,Concluído sem sucesso,"07/06/2021",1,"30/03/2020","5"
negocio1419,"13/02/2020",Araujo Fontes São Paulo,Dívida Captação,Pré-Lead,,,RC,,,,,Inativo,,1,"24/08/2021",
negocio1420,"13/02/2020",Araujo Fontes São Paulo,M&A Sell Side,Lead,,,RC,,,,,Inativo,,1,"28/01/2022",
negocio1421,"13/02/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,1,"21/10/2020",
negocio1422,"14/02/2020",Araujo Fontes Goiânia,Dívida Reperfilamento,Lead,,,"FP,SC",,,,,Concluído sem sucesso,"19/11/2021",3,"08/10/2021","1"
negocio1423,"16/02/2020",Araujo Fontes BH,Consultoria,Lead,,,GE,,,,"31/05/2020",Inativo,,1,"29/03/2020","2"
negocio1424,"12/02/2020",Araujo Fontes Rib. Preto,Dívida Captação,Proposta,,,AR,,,,"13/03/2020",Inativo,,2,"12/06/2020","4"
negocio1425,"17/02/2020",Araujo Fontes Goiânia,Assessoria Estratégica,Lead,,,FP,,,,,Concluído sem sucesso,"02/07/2021",2,"10/06/2020","1"
negocio1426,"17/02/2020",Araujo Fontes BH,Assessoria Estratégica,Lead,,,DU,,,,"16/03/2020",Concluído sem sucesso,"20/01/2021",1,"17/02/2020",
negocio1427,"18/02/2020",Araujo Fontes BH,Assessoria Estratégica,Lead,mineração,,DU,,,,"17/03/2020",Ativo,,1,"28/04/2020","2"
negocio1428,"18/02/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"23/11/2020",
negocio1429,"17/02/2020",Araujo Fontes BH,M&A Sell Side,Projeto,"Cosméticos,Higiene pessoal,OTC",,EF,623000000.00,7476000.00,,"30/09/2021",Concluído com sucesso,"03/11/2021",2,"03/11/2021","1"
negocio1430,"19/02/2020",Araujo Fontes BH,M&A Sell Side,Pré-Lead,,,FB,,,,,Inativo,,1,"09/12/2021",
negocio1431,"20/02/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,1,"04/03/2020",
negocio1432,"21/02/2020",Araujo Fontes Goiânia,Dívida Captação,Lead,,,FP,,,,,Concluído sem sucesso,"18/11/2020",1,"14/10/2020","1"
negocio1433,"10/02/2020",Araujo Fontes BH,Gestão de Recursos,Lead,,,RC,,,,"30/04/2020",Ativo,,1,"27/02/2020","3"
negocio1434,"31/01/2020",Araujo Fontes BH,Gestão de Recursos,Lead,"asset,minas fia",,RC,,,,"16/03/2020",Ativo,,2,"15/05/2020","3"
negocio1435,"10/02/2020",Araujo Fontes BH,Gestão de Recursos,Lead,,,RC,,,,,Ativo,,1,"27/02/2020",
negocio1436,"10/02/2020",Araujo Fontes BH,Gestão de Recursos,Pré-Lead,,,RC,,,,"01/04/2020",Ativo,,2,"27/02/2020",
negocio1437,"11/02/2020",Araujo Fontes BH,Gestão de Recursos,Pré-Lead,,,RC,,,,"24/12/2020",Ativo,,1,"27/02/2020","3"
negocio1438,"27/02/2020",Araujo Fontes BH,Gestão de Recursos,Pré-Lead,,,RC,,,,,Ativo,,1,"27/02/2020",
negocio1439,"07/02/2020",Araujo Fontes BH,M&A Buy Side,Projeto,,,FA,1000000.00,,20000.00,"29/05/2020",Concluído com sucesso,"28/05/2020",2,"17/03/2020","3"
negocio1440,"28/02/2020",Araujo Fontes BH,M&A Sell Side,Pré-Lead,,,TH,,,,,Ativo,,1,"28/02/2020",
negocio1441,"28/02/2020",Araujo Fontes BH,M&A Sell Side,Pré-Lead,,,TH,,,,,Concluído sem sucesso,"05/05/2020",1,"28/02/2020",
negocio1442,"10/01/2020",Araujo Fontes BH,Consultoria,Proposta,,,EF,,,,"31/03/2020",Concluído sem sucesso,"20/02/2020",2,"20/02/2020","5"
negocio1443,"01/03/2020",Araujo Fontes BH,Consultoria,Proposta,franquia,,EF,,,,"31/08/2020",Concluído sem sucesso,"20/03/2020",1,"02/03/2020","3"
negocio1444,"03/03/2020",Araujo Fontes BH,Gestão de Recursos,Proposta,,,RC,,,,,Concluído sem sucesso,"04/03/2020",1,"20/10/2020",
negocio1445,"06/03/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Inativo,,1,"18/03/2020",
negocio1446,"08/03/2020",Araujo Fontes BH,M&A Sell Side,Proposta,,,GE,,,,,Concluído sem sucesso,"11/02/2021",1,"23/12/2020",
negocio1447,"08/03/2020",Araujo Fontes BH,Gestão de Recursos,Lead,,,RC,,,,"30/04/2020",Ativo,,1,"09/03/2020","3"
negocio1448,"06/03/2020",Araujo Fontes BH,Dívida Captação,Proposta,,,DU,,,,,Concluído sem sucesso,"22/02/2021",1,"16/04/2020",
negocio1449,"03/03/2020",Araujo Fontes BH,Assessoria Estratégica,Lead,,,"FB,Gd",,,,"31/03/2020",Concluído sem sucesso,"10/03/2020",3,"10/03/2020","1"
negocio1450,"03/03/2020",Araujo Fontes BH,Assessoria Estratégica,Lead,"M&A,Medicina Diagnóstica,Saúde",,"FB,Gd",,,,"31/03/2020",Concluído sem sucesso,"09/12/2021",1,"29/01/2021","1"
negocio1451,"10/03/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,1,"13/08/2020",
negocio1452,"10/03/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,1,"23/03/2020",
negocio1453,"10/03/2020",Araujo Fontes BH,M&A Buy Side,Lead,"medicina,universidade",,EF,120000000.00,1440000.00,,"30/04/2021",Concluído sem sucesso,"17/09/2020",4,"12/03/2020","1"
negocio1454,"11/03/2020",Araujo Fontes BH,M&A Sell Side,Lead,,,EF,,2000000.00,,"30/10/2020",Ativo,,1,"23/07/2020","1"
negocio1456,"12/03/2020",Araujo Fontes BH,M&A Buy Side,Projeto,"buy-side,Hospitais",,"EF,TF",200000000.00,1000000.00,,"28/02/2021",Ativo,,8,"20/12/2021","1"
negocio1457,"14/03/2020",Araujo Fontes BH,M&A Sell Side,Lead,,,GE,,,,"31/08/2020",Concluído sem sucesso,"09/07/2020",2,"09/07/2020","3"
negocio1458,"18/02/2020",Araujo Fontes BH,Imobiliário,Projeto,,,TM,70000.00,70000.00,,"12/03/2020",Concluído com sucesso,"12/03/2020",3,"16/03/2020","5"
negocio1459,"15/03/2020",Araujo Fontes BH,M&A Sell Side,Proposta,seguros,,EF,,,,"31/10/2021",Ativo,,1,"13/12/2021","2"
negocio1460,"16/03/2020",Araujo Fontes BH,Dívida Captação,Lead,"cra,CRI",,AR,,,,"31/03/2020",Concluído sem sucesso,"12/06/2020",2,"16/03/2020","2"
negocio1461,"16/03/2020",Araujo Fontes São Paulo,M&A Sell Side,Lead,,,RC,,,,,Concluído sem sucesso,"11/06/2020",2,"30/03/2020","5"
negocio1462,"12/03/2020",Araujo Fontes São Paulo,M&A Sell Side,Proposta,,,RC,,,,,Concluído sem sucesso,"16/09/2020",2,"16/02/2021","3"
negocio1463,"14/03/2020",Araujo Fontes BH,Dívida Captação,Projeto,,,"RC,TF",,,,"31/12/2020",Concluído sem sucesso,"19/07/2020",2,"16/03/2020","3"
negocio1464,"16/03/2020",Araujo Fontes BH,Gestão de Recursos,Projeto,,,"RC,TF",,,,"30/04/2020",Concluído sem sucesso,"14/09/2020",2,"14/09/2020",
negocio1465,"18/03/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,AF,,,,,Ativo,,1,"06/05/2020",
negocio1466,"18/03/2020",Araujo Fontes BH,Dívida Captação,Proposta,,,RC,,,,,Concluído sem sucesso,"02/10/2020",2,"02/10/2020",
negocio1467,"18/03/2020",Araujo Fontes BH,Consultoria,Projeto,"faculdade,medicina",,EF,76000000.00,400000.00,,"29/05/2020",Concluído com sucesso,"11/05/2020",1,"07/05/2020","1"
negocio1468,"20/03/2020",Araujo Fontes BH,M&A Sell Side,Projeto,"convenção,eventos,hotel",,"EF,LT",400000000.00,,,"28/11/2022",Inativo,,4,"13/12/2021","1"
negocio1469,"19/03/2020",Araujo Fontes Goiânia,Consultoria,Pré-Lead,,,FP,,,,,Concluído sem sucesso,"20/03/2020",2,"19/03/2020",
negocio1470,"31/12/2019",Araujo Fontes BH,Consultoria,Projeto,,,GE,,,,"30/06/2020",Concluído sem sucesso,"18/05/2020",7,"24/04/2020","5"
negocio1471,"24/03/2020",Araujo Fontes BH,M&A Sell Side,Pré-Lead,,,EF,,,,,Ativo,,1,"24/03/2020",
negocio1472,"25/03/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,29,"23/11/2020",
negocio1473,"25/03/2020",Araujo Fontes BH,Dívida Captação,Pré-Lead,,,FB,,,,,Concluído sem sucesso,"12/06/2020",1,"25/03/2020",
negocio1474,"24/03/2020",Araujo Fontes BH,Assessoria Estratégica,Proposta,,,"EF,TH",,,160000.00,"31/03/2021",Concluído sem sucesso,"16/06/2020",4,"15/04/2020","5"
negocio1475,"03/03/2020",Araujo Fontes BH,Consultoria,Projeto,,,"EF,FB",150000000.00,60000.00,90000.00,,Concluído com sucesso,"14/08/2020",11,"07/08/2020",
negocio1476,"26/03/2020",Araujo Fontes Goiânia,Dívida Captação,Lead,,,FP,,,,,Concluído sem sucesso,"10/06/2020",5,"23/04/2020",
negocio1477,"26/03/2020",Araujo Fontes Goiânia,Dívida Captação,Projeto,,,FP,40000000.00,400000.00,,"30/12/2020",Concluído sem sucesso,"11/11/2020",4,"05/11/2020","3"
negocio1478,"27/03/2020",Araujo Fontes Goiânia,Dívida Captação,Lead,,,FP,,,,,Concluído sem sucesso,"10/06/2020",4,"04/06/2020",
negocio1479,"19/02/2020",Araujo Fontes BH,AFCR11,Proposta,CRI,,LC,,,,"31/08/2020",Ativo,,1,"15/04/2020","1"
negocio1480,"12/02/2020",Araujo Fontes BH,AFCR11,Projeto,"CRI,gestão",,LC,,,1371205.85,"31/12/2023",Concluído com sucesso,"15/12/2020",29,"02/06/2020","1"
negocio1481,"31/03/2020",Araujo Fontes São Paulo,AFCR11,Projeto,"afcr11,belem,breeze,CRI",,"SK,SK",,,,"30/04/2020",Concluído com sucesso,"02/07/2020",1,"30/04/2020","1"
negocio1482,"03/04/2020",Araujo Fontes São Paulo,AFCR11,Lead,"afcr11,costa marina,CRI,mariposas,panoramia",,"SK,SK",,,,,Ativo,,1,"07/04/2020","2"
negocio1483,"01/04/2020",Araujo Fontes São Paulo,AFCR11,Projeto,"afcr11,amendoeiras,CRI,eben,macieiras",,"SK,SK",,,,"30/04/2020",Concluído sem sucesso,"03/04/2020",1,"03/04/2020","5"
negocio1484,"01/04/2020",Araujo Fontes São Paulo,AFCR11,Projeto,"afcr11,CRI,life colors,nex,nex group",,"SK,SK",,,,"30/04/2020",Concluído com sucesso,"30/04/2020",1,"30/04/2020","1"
negocio1485,"02/03/2020",Araujo Fontes BH,M&A Sell Side,Projeto,Volcano,,MA,2000000000.00,7500000.00,200000.00,"30/09/2020",Concluído sem sucesso,"18/10/2021",4,"05/02/2021","1"
negocio1486,"04/02/2020",Araujo Fontes BH,AFCR11,Lead,"CRI,katz",,LC,,,,"11/05/2020",Concluído sem sucesso,"06/04/2020",1,"06/04/2020","5"
negocio1487,"13/04/2020",Araujo Fontes BH,AFCR11,Lead,"CRI,housi,town",,LC,,,,"15/05/2020",Ativo,,1,"13/04/2020","1"
negocio1488,"13/04/2020",Araujo Fontes BH,AFCR11,Lead,"CRI,mosaic",,LC,,,,"15/05/2020",Ativo,,1,"13/04/2020","1"
negocio1489,"14/04/2020",Araujo Fontes BH,M&A Buy Side,Lead,"Internet,provedor",,EF,,,,,Concluído sem sucesso,"11/02/2021",1,"24/07/2020","2"
negocio1490,"15/04/2020",Araujo Fontes BH,M&A Sell Side,Projeto,"oftalmologia,Saúde",,EF,19700000.00,985000.00,255000.00,"30/09/2021",Ativo,,3,"26/10/2021","2"
negocio1491,"02/04/2020",Araujo Fontes BH,M&A Sell Side,Projeto,"psiquiatria,Saúde",,"EF,PF",10000000.00,400000.00,36000.00,"22/12/2020",Concluído sem sucesso,"07/04/2021",1,"20/05/2021","2"
negocio1492,"14/04/2020",Araujo Fontes BH,AFCR11,Pré-Lead,,,DU,,,,,Concluído sem sucesso,"14/12/2020",1,"14/04/2020",
negocio1493,"31/03/2020",Araujo Fontes BH,Imobiliário,Proposta,"BTS,Educação",,DU,,,,"30/06/2020",Concluído sem sucesso,"22/02/2021",2,"22/02/2021","3"
negocio1494,"01/04/2020",Araujo Fontes BH,Imobiliário,Pré-Lead,,,DU,,,,,Ativo,,2,"01/04/2020",
negocio1495,"13/04/2020",Araujo Fontes BH,Assessoria Estratégica,Lead,,,EF,,,,"31/05/2021",Inativo,,1,"30/04/2020",
negocio1496,"30/07/2019",Araujo Fontes BH,Consultoria,Projeto,paiva,,DU,,,,"29/05/2020",Inativo,,1,"15/07/2020","3"
negocio1497,"20/04/2020",Araujo Fontes BH,AFCR11,Pré-Lead,,,DU,,,,,Ativo,,1,"20/04/2020",
negocio1498,"23/04/2020",Araujo Fontes BH,M&A Sell Side,Proposta,"captação,Equity",,EF,,,,"28/02/2021",Concluído sem sucesso,"29/06/2020",1,"26/06/2020","2"
negocio1499,"27/04/2020",Araujo Fontes Goiânia,Gestão de Recursos,Lead,,,FP,,,,"15/12/2020",Concluído sem sucesso,"10/06/2020",3,"05/06/2020","3"
negocio1500,"26/04/2020",Araujo Fontes BH,Dívida Captação,Proposta,captação de recursos,,AR,,,,,Concluído sem sucesso,"12/06/2020",1,"27/04/2020","2"
negocio1501,"26/04/2020",Araujo Fontes BH,M&A Sell Side,Projeto,Decminas,,Gd,80000000.00,80000.00,100000.00,"31/03/2022",Ativo,,1,"01/12/2021","3"
negocio1502,"26/04/2020",Araujo Fontes São Paulo,AFCR11,Projeto,"afcr11,colmeia,CRI,fortaleza",,"LC,RS",,,,"30/04/2020",Concluído com sucesso,"28/04/2020",0,"28/04/2020","1"
negocio1503,"27/04/2020",Araujo Fontes São Paulo,AFCR11,Proposta,"afcr11,CRI,Ello Studios,Serenna Residence,YOU",,SK,,,,"30/06/2020",Ativo,,1,"28/04/2020","2"
negocio1504,"27/04/2020",Araujo Fontes São Paulo,AFCR11,Proposta,"afcr11,CRI,Ipatinga,Monte Belo,OF empreendimentos",,SK,,,,"30/04/2020",Inativo,,1,"28/04/2020","5"
negocio1505,"27/04/2020",Araujo Fontes São Paulo,AFCR11,Proposta,"afcr11,burger king,CRI,Geração Distribuida,H2 Energy",,SK,,,,,Inativo,,1,"28/04/2020","5"
negocio1506,"27/04/2020",Araujo Fontes São Paulo,AFCR11,Proposta,"afcr11,CRI,multipropriedade,Praias do lago ecoresort,Wam Brasil",,SK,,,,,Inativo,,1,"28/04/2020","5"
negocio1507,"27/04/2020",Araujo Fontes São Paulo,AFCR11,Proposta,"afcr11,CRI,tci",,,,,,,Inativo,,0,"28/04/2020","5"
negocio1508,"27/04/2020",Araujo Fontes São Paulo,AFCR11,Proposta,"afcr11,brasol,CRI,Geração Distribuida,pague menos",,SK,,,,,Inativo,,2,"28/04/2020","5"
negocio1509,"27/04/2020",Araujo Fontes São Paulo,AFCR11,Proposta,"afcr11,cicon,CRI,verano",,SK,,,,,Inativo,,2,"28/04/2020","5"
negocio1510,"27/04/2020",Araujo Fontes São Paulo,AFCR11,Proposta,"afcr11,cicon,CRI,victoria",,SK,,,,,Inativo,,2,"28/04/2020","5"
negocio1511,"27/04/2020",Araujo Fontes São Paulo,AFCR11,Proposta,"afcr11,CRI,Essenza,vivatti",,SK,,,,,Inativo,,1,"28/04/2020","5"
negocio1512,"27/04/2020",Araujo Fontes São Paulo,AFCR11,Proposta,"afcr11,armona,BFabbriani,CRI",,SK,,,,,Inativo,,2,"28/04/2020","5"
negocio1513,"27/04/2020",Araujo Fontes São Paulo,AFCR11,Proposta,"afcr11,CRI,drogasil,ecoluz,Geração Distribuida",,SK,,,,,Inativo,,5,"28/04/2020","5"
negocio1514,"27/04/2020",Araujo Fontes São Paulo,AFCR11,Proposta,"afcr11,CRI,kota bulan,mcmv,QH3",,SK,,,,,Inativo,,1,"28/04/2020","5"
negocio1515,"27/04/2020",Araujo Fontes São Paulo,AFCR11,Proposta,"afcr11,BRA Equity,CRI,summer park",,SK,,,,,Inativo,,1,"28/04/2020","5"
negocio1516,"27/04/2020",Araujo Fontes São Paulo,AFCR11,Proposta,"afcr11,CRI,Residencial Canoas,valor real",,SK,,,,,Inativo,,1,"28/04/2020","5"
negocio1517,"27/04/2020",Araujo Fontes São Paulo,AFCR11,Proposta,"afcr11,connect sé,connect studios,CRI,Sabiá Residencial",,SK,,,,,Inativo,,1,"28/04/2020","5"
negocio1518,"27/04/2020",Araujo Fontes São Paulo,AFCR11,Proposta,"afcr11,CRI,Open view anhangabau,Raposo Engenharia",,SK,,,,,Inativo,,1,"28/04/2020","5"
negocio1519,"27/04/2020",Araujo Fontes São Paulo,AFCR11,Proposta,"afcr11,CRI,gamapro,Inside Itaim",,SK,,,,,Inativo,,1,"28/04/2020","5"
negocio1520,"27/04/2020",Araujo Fontes São Paulo,AFCR11,Proposta,"afcr11,CRI,nova aliança",,SK,,,,,Inativo,,1,"28/04/2020","5"
negocio1521,"27/04/2020",Araujo Fontes São Paulo,AFCR11,Proposta,"afcr11,CRI,fibra experts,jardim bonança",,SK,,,,,Inativo,,1,"28/04/2020","5"
negocio1522,"27/04/2020",Araujo Fontes São Paulo,AFCR11,Proposta,"afcr11,CRI,zitune",,SK,,,,"28/04/2020",Inativo,,1,"02/05/2020","5"
negocio1523,"27/04/2020",Araujo Fontes São Paulo,AFCR11,Proposta,"afcr11,CRI,miríade,vila monreale",,SK,,,,,Inativo,,1,"28/04/2020","5"
